Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	Latency	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	H POS X [mm]	H POS Y [mm]	H POS Z [mm]	H ROT X [°]	H ROT Y [°]	H ROT Z [°]	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1
53177668	SMP	1	577.16	434.30	840.67	436.01	17.35	17.35	4.40	17.30	17.30	4.37	573.75	428.31	580.49	428.24	835.22	430.40	841.91	430.42	705.95	158.32	705.95	158.32	0	1579	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-14.14	18.81	570.87	44.42	18.25	568.16	-0.01	0.31	-0.95	-0.12	0.30	-0.95	-1	
53186024	SMP	1	577.34	434.86	841.15	436.35	17.49	17.49	4.39	17.17	17.17	4.35	573.76	428.98	580.44	428.97	835.38	430.68	842.04	430.95	695.34	163.20	695.34	163.20	0	1457	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-14.12	18.63	570.20	44.42	18.14	567.76	-0.02	0.31	-0.95	-0.14	0.30	-0.94	-1	
53194785	SMP	1	577.23	435.39	840.89	436.73	17.46	17.46	4.38	17.03	17.03	4.32	573.66	429.29	580.29	429.26	835.40	430.81	842.09	431.17	697.62	154.84	697.62	154.84	0	2655	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-14.15	18.57	570.16	44.40	18.09	567.41	-0.02	0.32	-0.95	-0.13	0.31	-0.94	-1	
53202674	SMP	1	576.42	435.86	840.74	437.08	18.03	18.03	4.39	17.26	17.26	4.31	573.40	429.75	580.13	429.78	835.30	431.47	842.00	431.62	707.29	158.29	707.29	158.29	0	1576	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-14.18	18.44	569.57	44.36	17.96	567.09	0.01	0.32	-0.95	-0.12	0.30	-0.95	-1	
53211013	SMP	1	576.91	436.74	840.59	437.92	17.82	17.82	4.39	17.14	17.14	4.30	573.30	430.69	580.00	430.67	835.19	432.27	841.89	432.36	697.67	157.69	697.67	157.69	0	1526	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-14.19	18.21	569.05	44.31	17.78	566.81	-0.02	0.31	-0.95	-0.12	0.30	-0.95	-1	
53219405	SMP	1	576.46	437.05	840.64	438.26	17.08	17.08	4.36	17.17	17.17	4.28	573.01	431.09	579.68	431.10	834.81	432.61	841.66	432.85	693.09	161.20	693.09	161.20	0	1628	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-14.25	18.11	568.58	44.18	17.66	566.00	-0.01	0.31	-0.95	-0.14	0.30	-0.94	-1	
53227698	SMP	1	576.29	437.37	840.49	438.59	17.31	17.31	4.34	17.32	17.32	4.28	572.74	431.33	579.45	431.24	834.60	432.83	841.24	433.24	686.58	159.48	686.58	159.48	0	1572	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-14.30	18.05	568.17	44.10	17.59	565.85	-0.01	0.32	-0.95	-0.15	0.30	-0.94	-1	
53236041	SMP	1	575.30	438.19	839.98	439.49	17.22	17.22	4.32	17.29	17.29	4.27	572.29	432.15	579.01	432.13	834.26	433.72	840.96	434.03	699.20	159.49	699.20	159.49	0	1645	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-14.39	17.85	567.81	44.02	17.40	565.71	0.01	0.31	-0.95	-0.14	0.30	-0.94	-1	
53244461	SMP	1	575.27	438.59	839.13	440.21	17.44	17.44	4.32	17.45	17.45	4.28	571.84	432.65	578.52	432.59	833.71	434.46	840.36	434.61	698.72	158.49	698.72	158.49	0	1707	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-14.48	17.73	567.48	43.88	17.24	565.58	-0.01	0.31	-0.95	-0.12	0.31	-0.94	-1	
53252800	SMP	1	574.75	439.13	838.71	440.69	17.39	17.39	4.31	17.02	17.02	4.26	571.32	433.08	578.05	433.05	833.28	434.82	839.96	435.18	700.04	158.78	700.04	158.78	0	1640	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-14.59	17.62	567.19	43.78	17.14	565.47	-0.01	0.31	-0.95	-0.12	0.31	-0.94	-1	
53261056	SMP	1	574.50	439.51	838.36	441.37	17.41	17.41	4.31	17.24	17.24	4.26	570.78	433.37	577.50	433.33	832.64	435.67	839.33	435.88	687.58	158.72	687.58	158.72	0	1589	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-14.70	17.55	566.93	43.63	16.96	565.37	-0.02	0.32	-0.95	-0.14	0.30	-0.94	-1	
53269399	SMP	1	573.85	439.69	837.47	441.64	17.25	17.25	4.29	16.99	16.99	4.24	570.04	433.68	576.84	433.69	831.88	435.80	838.83	436.19	690.50	160.23	690.50	160.23	0	1675	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-14.84	17.45	566.15	43.40	16.88	564.17	-0.02	0.31	-0.95	-0.12	0.30	-0.94	-1	
53277777	SMP	1	572.86	440.14	836.89	442.16	17.33	17.33	4.29	16.48	16.48	4.20	569.40	434.04	576.13	434.06	831.41	436.57	838.07	436.73	696.90	160.73	696.90	160.73	0	1548	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-14.98	17.37	566.01	43.27	16.73	564.22	-0.01	0.32	-0.95	-0.13	0.30	-0.95	-1	
53286150	SMP	1	572.43	440.59	835.97	442.92	17.30	17.30	4.28	16.58	16.58	4.18	568.75	434.32	575.48	434.27	830.64	436.86	837.28	437.23	696.90	157.01	696.90	157.01	0	1514	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-15.13	17.31	565.88	43.10	16.65	564.26	-0.02	0.33	-0.95	-0.12	0.32	-0.94	-1	
53294516	SMP	1	570.83	441.00	835.04	443.49	17.26	17.26	4.27	17.11	17.11	4.18	567.87	434.66	574.60	434.59	829.72	437.37	836.36	437.50	713.64	146.65	713.64	146.65	0	1692	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-15.32	17.23	565.77	42.89	16.56	564.30	0.02	0.33	-0.94	-0.11	0.33	-0.94	-1	
53302792	SMP	1	570.34	441.17	834.24	443.54	16.99	16.99	4.25	16.49	16.49	4.16	567.01	434.78	573.81	434.71	828.77	437.47	835.57	437.60	705.94	141.17	705.94	141.17	0	1562	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-15.49	17.18	565.12	42.66	16.52	563.78	0.00	0.33	-0.94	-0.12	0.32	-0.94	-1	
53311146	SMP	1	569.34	441.30	833.29	443.57	17.05	17.05	4.24	16.66	16.66	4.14	566.22	434.82	572.95	434.80	827.88	437.51	834.83	437.67	717.39	136.53	717.39	136.53	0	1448	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-15.67	17.17	565.09	42.40	16.48	562.76	0.01	0.33	-0.94	-0.11	0.32	-0.94	-1	
53319520	SMP	1	568.49	441.28	832.73	443.28	17.02	17.02	4.23	17.08	17.08	4.15	565.30	434.77	572.04	434.75	827.27	437.34	833.98	437.29	713.81	131.74	713.81	131.74	0	2171	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-15.87	17.18	565.07	42.26	16.55	562.97	0.00	0.34	-0.94	-0.12	0.32	-0.94	-1	
53327801	SMP	1	567.51	441.25	831.59	443.08	16.90	16.90	4.21	17.01	17.01	4.15	564.32	434.70	571.06	434.69	826.44	436.82	833.12	437.10	723.49	123.04	723.49	123.04	0	1701	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-16.09	17.19	565.05	42.08	16.63	563.15	0.00	0.34	-0.94	-0.10	0.33	-0.94	-1	
53336170	SMP	1	566.32	440.98	831.42	442.76	17.08	17.08	4.21	17.20	17.20	4.16	563.35	434.51	570.09	434.33	825.60	436.69	832.21	436.89	712.26	121.99	712.26	121.99	0	1556	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-16.30	17.25	565.03	41.94	16.69	563.88	0.02	0.34	-0.94	-0.14	0.32	-0.94	-1	
53344528	SMP	1	565.84	440.73	830.31	442.73	17.16	17.16	4.21	17.12	17.12	4.17	562.61	434.21	569.26	434.15	824.78	436.56	831.55	436.71	715.11	117.63	715.11	117.63	0	1595	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-16.48	17.31	565.02	41.74	16.71	563.40	0.00	0.34	-0.94	-0.12	0.33	-0.94	-1	
53352921	SMP	1	565.16	440.63	829.65	442.76	17.21	17.21	4.21	16.57	16.57	4.15	561.86	434.14	568.56	434.13	824.21	436.63	830.98	436.82	717.28	117.63	717.28	117.63	0	3177	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-16.64	17.32	565.01	41.59	16.68	562.98	0.00	0.33	-0.94	-0.11	0.32	-0.94	-1	
53361166	SMP	1	564.38	440.48	829.36	442.78	17.12	17.12	4.21	17.25	17.25	4.16	561.13	434.08	567.94	434.03	823.61	436.68	830.26	436.87	714.30	117.52	714.30	117.52	0	1519	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-16.77	17.32	564.43	41.45	16.68	563.17	0.01	0.33	-0.94	-0.13	0.32	-0.94	-1	
53369543	SMP	1	563.93	440.42	828.57	442.89	17.33	17.33	4.21	16.65	16.65	4.15	560.64	433.91	567.28	433.93	823.17	436.67	829.94	436.87	719.14	115.06	719.14	115.06	0	1576	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-16.90	17.35	564.48	41.34	16.66	562.78	0.00	0.34	-0.94	-0.11	0.33	-0.94	-1	
53377899	SMP	1	563.29	440.16	828.35	442.75	17.03	17.03	4.20	17.16	17.16	4.16	559.98	433.70	566.73	433.61	822.63	436.63	829.33	436.77	715.47	113.72	715.47	113.72	0	1512	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.04	17.41	564.53	41.23	16.69	562.99	0.00	0.34	-0.94	-0.13	0.32	-0.94	-1	
53386490	SMP	1	563.04	439.87	827.85	442.47	17.23	17.23	4.21	16.50	16.50	4.13	559.43	433.20	566.20	433.18	822.25	436.50	828.98	436.63	708.52	113.10	708.52	113.10	0	2894	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.14	17.50	564.01	41.16	16.72	563.17	-0.01	0.34	-0.94	-0.12	0.32	-0.94	-1	
53394540	SMP	1	562.33	439.36	826.96	442.33	17.10	17.10	4.20	17.01	17.01	4.14	558.95	432.92	565.66	432.92	821.76	435.98	828.62	436.22	719.49	112.06	719.49	112.06	0	1636	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.26	17.56	564.11	41.04	16.81	562.78	0.00	0.33	-0.94	-0.10	0.33	-0.94	-1	
53402911	SMP	1	561.21	438.88	826.72	441.79	17.63	17.63	4.22	17.01	17.01	4.14	558.36	432.23	565.11	432.25	821.39	435.67	828.09	435.86	725.52	111.03	725.52	111.03	0	1542	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.39	17.71	564.20	40.95	16.89	562.99	0.02	0.34	-0.94	-0.11	0.32	-0.94	-1	
53411263	SMP	1	561.07	438.10	826.37	441.24	16.62	16.62	4.19	16.52	16.52	4.12	557.86	431.62	564.63	431.58	820.85	434.94	827.81	435.18	720.44	110.37	720.44	110.37	0	1556	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.48	17.84	563.71	40.80	17.02	562.05	0.01	0.33	-0.94	-0.11	0.33	-0.94	-1	
53420389	SMP	1	560.66	437.21	826.05	440.58	17.06	17.06	4.19	16.66	16.66	4.11	557.38	430.65	564.15	430.44	820.70	434.36	827.34	434.30	718.12	108.69	718.12	108.69	0	1707	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.57	18.06	563.28	40.75	17.19	562.35	0.00	0.34	-0.94	-0.11	0.33	-0.94	-1	
53427914	SMP	1	561.48	435.56	826.49	439.19	17.25	17.25	4.19	16.49	16.49	4.10	557.61	429.30	564.24	429.29	820.67	433.10	827.32	433.32	683.71	112.87	683.71	112.87	0	1582	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.56	18.36	564.02	40.76	17.45	562.60	-0.03	0.32	-0.95	-0.13	0.32	-0.94	-1	
53436268	SMP	1	562.61	433.77	827.21	437.53	17.12	17.12	4.19	16.96	16.96	4.11	557.92	427.99	564.66	428.07	820.68	431.96	827.49	432.29	568.02	185.45	568.02	185.45	0	1744	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.48	18.64	564.12	40.76	17.68	562.27	-0.06	0.30	-0.95	-0.17	0.29	-0.94	-1	
53444643	SMP	1	563.65	431.99	828.20	436.03	16.59	16.59	4.17	16.92	16.92	4.11	558.54	426.33	565.19	426.48	820.76	430.82	827.80	431.13	489.84	215.61	489.84	215.61	0	1694	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.36	19.01	564.21	40.70	17.89	560.86	-0.09	0.29	-0.95	-0.21	0.27	-0.94	-1	
53453038	SMP	1	564.70	430.11	828.90	434.28	17.09	17.09	4.17	16.87	16.87	4.11	558.84	424.83	565.61	425.02	820.91	429.58	827.94	429.62	411.55	260.03	411.55	260.03	0	1645	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.26	19.32	563.72	40.64	18.15	559.61	-0.12	0.27	-0.96	-0.24	0.25	-0.94	-1	
53461265	SMP	1	564.99	428.43	829.04	432.86	17.33	17.33	4.18	16.95	16.95	4.11	558.83	423.23	565.62	423.49	821.20	428.06	828.02	428.29	401.10	271.41	401.10	271.41	0	1641	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.25	19.65	563.29	40.68	18.46	559.61	-0.13	0.26	-0.96	-0.23	0.25	-0.94	-1	
53469661	SMP	1	564.53	427.17	829.03	431.65	17.12	17.12	4.18	16.68	16.68	4.10	558.62	421.99	565.37	422.26	821.22	426.84	828.03	427.12	405.55	275.68	405.55	275.68	0	1811	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.31	19.93	563.47	40.68	18.73	559.62	-0.12	0.26	-0.96	-0.23	0.25	-0.94	-1	
53478027	SMP	1	564.36	425.61	829.14	430.24	17.07	17.07	4.18	16.97	16.97	4.11	558.20	420.37	565.01	420.60	821.21	425.57	828.04	425.63	399.47	276.02	399.47	276.02	0	1615	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.38	20.28	563.06	40.68	19.03	559.62	-0.13	0.26	-0.96	-0.24	0.25	-0.94	-1	
53486386	SMP	1	564.14	424.29	829.16	429.02	17.18	17.18	4.18	16.91	16.91	4.11	558.06	419.17	564.88	419.41	821.23	424.26	828.10	424.46	399.54	279.50	399.54	279.50	0	1549	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.40	20.53	562.71	40.65	19.29	559.06	-0.13	0.25	-0.96	-0.24	0.25	-0.94	-1	
53494629	SMP	1	564.10	422.95	829.10	427.76	18.11	18.11	4.23	16.82	16.82	4.10	557.90	417.99	564.78	418.15	821.28	423.01	828.11	423.27	398.98	284.00	398.98	284.00	0	1687	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.42	20.79	562.39	40.66	19.56	559.13	-0.13	0.25	-0.96	-0.23	0.25	-0.94	-1	
53503035	SMP	1	563.96	421.89	829.18	426.78	17.23	17.23	4.22	16.41	16.41	4.08	557.85	416.78	564.68	416.95	821.36	421.88	828.13	422.19	399.27	281.62	399.27	281.62	0	1660	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.43	21.05	562.11	40.68	19.80	559.19	-0.13	0.25	-0.96	-0.23	0.25	-0.94	-1	
53511401	SMP	1	563.96	420.87	829.35	425.63	17.02	17.02	4.21	16.38	16.38	4.06	557.84	415.78	564.64	415.95	821.51	420.81	828.27	421.06	398.74	282.72	398.74	282.72	0	1602	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-17.42	21.26	561.86	40.71	20.05	559.24	-0.13	0.25	-0.96	-0.24	0.25	-0.94	-1	
