Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	Latency	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	H POS X [mm]	H POS Y [mm]	H POS Z [mm]	H ROT X [°]	H ROT Y [°]	H ROT Z [°]	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1
195867806	SMP	1	588.48	436.01	868.73	444.17	11.13	11.13	4.26	20.56	20.56	4.88	585.37	439.54	592.57	439.46	862.14	442.41	869.41	442.50	584.23	698.37	584.23	698.37	0	2384	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-10.91	15.50	543.06	48.26	14.86	542.82	0.00	0.00	0.00	-0.18	0.11	-0.98	-1	
195876094	SMP	1	589.87	438.10	868.44	444.36	15.98	15.98	4.17	20.95	20.95	4.89	585.11	439.76	592.33	439.77	861.92	442.58	869.21	442.69	584.64	697.15	584.64	697.15	0	2507	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-10.97	15.45	543.28	48.18	14.81	542.46	0.00	0.00	0.00	-0.18	0.11	-0.98	-1	
195884296	SMP	1	589.53	438.10	868.49	444.65	14.77	14.77	4.05	20.53	20.53	4.88	584.83	440.03	592.17	439.99	861.84	442.89	868.95	442.93	576.22	694.61	576.22	694.61	0	1920	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.01	15.38	542.90	48.22	14.77	543.26	0.00	0.00	0.00	-0.19	0.11	-0.98	-1	
195892682	SMP	1	589.69	442.59	868.49	445.39	21.10	21.10	4.21	20.80	20.80	4.89	584.78	440.40	592.07	440.36	861.44	443.24	868.72	443.20	574.16	677.11	574.16	677.11	0	1828	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.02	15.30	542.57	48.11	14.70	542.85	-0.07	0.12	-0.99	-0.20	0.13	-0.97	-1	
195901045	SMP	1	589.63	443.36	868.46	445.98	20.79	20.79	4.34	20.43	20.43	4.88	584.61	441.02	591.91	441.05	861.15	443.58	868.54	443.87	562.83	658.03	562.83	658.03	0	1888	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.05	15.15	542.28	47.98	14.56	541.93	-0.07	0.13	-0.99	-0.21	0.14	-0.97	-1	
195909410	SMP	1	589.09	444.02	867.94	446.52	20.28	20.28	4.41	20.56	20.56	4.87	584.45	441.49	591.64	441.41	860.92	444.07	868.35	444.07	575.69	629.92	575.69	629.92	0	2014	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.10	15.07	542.57	47.86	14.47	541.11	-0.05	0.14	-0.99	-0.20	0.14	-0.97	-1	
195917809	SMP	1	588.75	444.18	867.60	446.56	20.90	20.90	4.50	20.76	20.76	4.87	583.97	441.66	591.27	441.74	860.44	444.23	867.84	444.29	569.49	634.79	569.49	634.79	0	2662	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.19	15.01	542.28	47.69	14.41	540.39	-0.06	0.13	-0.99	-0.20	0.14	-0.97	-1	
195926052	SMP	1	588.37	444.25	867.21	446.51	20.32	20.32	4.55	20.42	20.42	4.86	583.49	441.81	590.77	441.81	860.14	444.25	867.53	444.28	566.72	635.22	566.72	635.22	0	1787	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.28	14.97	542.02	47.57	14.39	539.74	-0.06	0.13	-0.99	-0.20	0.13	-0.97	-1	
195934419	SMP	1	587.92	444.54	866.75	446.76	20.44	20.44	4.60	21.01	21.01	4.87	583.13	441.92	590.35	441.91	859.86	444.34	867.21	444.45	569.05	625.08	569.05	625.08	0	1957	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.37	14.96	542.35	47.51	14.36	539.73	-0.06	0.14	-0.99	-0.19	0.14	-0.97	-1	
195942797	SMP	1	587.58	444.47	866.32	446.77	21.05	21.05	4.66	20.57	20.57	4.86	582.59	442.00	589.89	442.04	859.38	444.37	866.76	444.52	564.93	628.50	564.93	628.50	0	1785	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.48	14.93	542.08	47.36	14.34	539.16	-0.07	0.13	-0.99	-0.19	0.14	-0.97	-1	
195951154	SMP	1	587.08	444.67	865.99	446.81	20.91	20.91	4.71	20.50	20.50	4.85	582.26	442.14	589.49	442.13	859.03	444.40	866.42	444.65	566.33	626.71	566.33	626.71	0	1778	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.56	14.92	542.40	47.24	14.31	538.65	-0.06	0.14	-0.99	-0.19	0.14	-0.97	-1	
195959428	SMP	1	586.69	444.47	865.69	446.89	20.85	20.85	4.74	20.70	20.70	4.85	581.69	442.10	588.99	442.12	858.75	444.42	866.06	444.54	563.67	626.58	563.67	626.58	0	1963	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.67	14.91	542.12	47.18	14.32	538.76	-0.07	0.13	-0.99	-0.19	0.14	-0.97	-1	
195967849	SMP	1	586.27	444.59	865.23	446.72	21.02	21.02	4.78	20.63	20.63	4.85	581.43	442.09	588.60	442.10	858.28	444.36	865.64	444.48	563.56	625.46	563.56	625.46	0	1910	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.74	14.93	542.44	47.10	14.33	538.86	-0.06	0.14	-0.99	-0.19	0.14	-0.97	-1	
195976154	SMP	1	585.84	444.77	864.93	446.94	20.22	20.22	4.78	20.61	20.61	4.85	580.97	442.18	588.26	442.17	857.97	444.41	865.32	444.57	564.68	622.03	564.68	622.03	0	1716	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.82	14.90	542.16	47.04	14.32	538.94	-0.06	0.14	-0.99	-0.19	0.14	-0.97	-1	
195984406	SMP	1	585.31	445.39	864.31	447.45	21.19	21.19	4.81	20.65	20.65	4.85	580.52	442.55	587.76	442.51	857.59	444.66	864.78	444.90	568.34	611.53	568.34	611.53	0	4659	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.93	14.83	542.47	47.00	14.28	539.58	-0.06	0.15	-0.99	-0.19	0.15	-0.97	-1	
195992794	SMP	1	584.70	446.83	863.54	449.07	21.18	21.18	4.84	20.18	20.18	4.83	580.03	443.19	587.34	443.15	856.88	445.39	864.25	445.55	576.64	483.66	576.64	483.66	0	1915	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-12.02	14.69	542.19	46.86	14.13	539.59	-0.05	0.19	-0.98	-0.18	0.20	-0.96	-1	
196001152	SMP	1	584.12	448.29	862.94	450.60	21.51	21.51	4.88	20.34	20.34	4.82	579.56	444.03	586.89	444.07	856.13	446.19	863.57	446.32	584.29	409.83	584.29	409.83	0	1651	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-12.12	14.49	541.94	46.66	13.95	539.03	-0.04	0.22	-0.97	-0.18	0.23	-0.96	-1	
196009539	SMP	1	583.01	449.50	862.14	451.61	21.25	21.25	4.90	21.29	21.29	4.85	579.28	444.71	586.49	444.76	855.73	446.62	862.99	446.96	661.51	358.89	661.51	358.89	0	2613	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-12.20	14.36	542.27	46.57	13.84	539.10	-0.01	0.24	-0.97	-0.16	0.26	-0.95	-1	
196019664	SMP	1	583.31	450.61	861.89	452.59	21.41	21.41	4.92	21.01	21.01	4.86	578.92	445.44	586.32	445.49	855.48	447.42	862.72	447.74	626.38	330.32	626.38	330.32	0	2888	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-12.23	14.18	541.45	46.57	13.68	539.72	-0.04	0.26	-0.96	-0.16	0.27	-0.95	-1	
196026168	SMP	1	582.71	451.12	861.77	453.19	21.07	21.07	4.93	20.52	20.52	4.86	578.57	445.94	586.01	445.99	855.32	448.21	862.64	448.27	646.96	327.98	646.96	327.98	0	1613	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-12.29	14.05	540.72	46.54	13.54	539.71	-0.02	0.26	-0.96	-0.16	0.26	-0.95	-1	
196034526	SMP	1	582.83	451.25	861.93	453.54	21.42	21.42	4.95	21.17	21.17	4.88	578.49	446.24	585.74	446.17	855.52	448.41	862.75	448.68	635.10	327.05	635.10	327.05	0	1760	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-12.34	14.02	541.20	46.62	13.49	540.26	-0.04	0.26	-0.97	-0.16	0.27	-0.95	-1	
196042920	SMP	1	582.58	451.88	862.01	454.33	22.32	22.32	5.00	21.28	21.28	4.90	578.34	446.78	585.61	446.85	855.62	449.22	862.83	449.25	641.77	323.80	641.77	323.80	0	1702	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-12.36	13.88	541.06	46.68	13.36	540.75	-0.03	0.26	-0.97	-0.16	0.27	-0.95	-1	
196051576	SMP	1	582.29	452.36	861.92	454.95	21.60	21.60	5.01	21.42	21.42	4.93	578.27	447.39	585.59	447.33	855.74	449.77	862.94	449.90	656.09	323.46	656.09	323.46	0	1681	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-12.37	13.76	540.93	46.74	13.24	541.18	-0.02	0.26	-0.97	-0.15	0.27	-0.95	-1	
196059536	SMP	1	582.52	453.21	862.19	455.66	21.83	21.83	5.03	21.06	21.06	4.93	578.29	448.08	585.61	448.09	855.77	450.54	863.15	450.81	648.30	322.80	648.30	322.80	0	1835	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-12.36	13.61	540.82	46.75	13.06	541.01	-0.03	0.26	-0.96	-0.16	0.27	-0.95	-1	
196067902	SMP	1	582.21	454.22	862.45	456.60	20.92	20.92	5.01	21.04	21.04	4.93	578.35	448.93	585.63	448.99	855.85	451.48	863.29	451.78	653.89	321.07	653.89	321.07	0	1682	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-12.35	13.42	540.72	46.72	12.84	540.30	-0.01	0.27	-0.96	-0.17	0.27	-0.95	-1	
196076273	SMP	1	582.73	454.79	862.55	457.38	21.18	21.18	5.00	21.13	21.13	4.94	578.41	449.71	585.76	449.75	856.03	452.30	863.44	452.57	647.33	322.99	647.33	322.99	0	1587	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-12.33	13.25	540.64	46.70	12.65	539.67	-0.03	0.26	-0.97	-0.17	0.26	-0.95	-1	
196084619	SMP	1	582.81	455.69	862.70	458.31	21.09	21.09	4.99	21.21	21.21	4.95	578.54	450.51	585.95	450.54	856.29	453.27	863.66	453.40	651.52	322.13	651.52	322.13	0	1824	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-12.28	13.07	540.00	46.75	12.46	539.66	-0.03	0.26	-0.96	-0.16	0.27	-0.95	-1	
196092914	SMP	1	583.23	456.44	862.94	459.24	21.83	21.83	5.01	20.84	20.84	4.94	578.73	451.40	586.21	451.43	856.69	454.28	863.93	454.35	651.64	323.89	651.64	323.89	0	1795	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-12.22	12.86	539.43	46.87	12.27	540.22	-0.04	0.26	-0.97	-0.16	0.26	-0.95	-1	
196101276	SMP	1	583.19	457.26	863.39	460.04	21.58	21.58	5.02	21.10	21.10	4.94	579.13	452.29	586.48	452.15	856.93	455.12	864.30	455.19	652.28	323.08	652.28	323.08	0	1611	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-12.15	12.69	539.49	46.92	12.08	540.15	-0.02	0.26	-0.97	-0.16	0.26	-0.95	-1	
196109641	SMP	1	583.82	458.08	863.73	460.96	21.35	21.35	5.01	20.28	20.28	4.91	579.38	452.96	586.67	453.02	857.14	456.02	864.54	456.04	647.87	323.74	647.87	323.74	0	1725	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-12.10	12.53	539.54	46.92	11.89	539.54	-0.04	0.26	-0.96	-0.17	0.27	-0.95	-1	
196118083	SMP	1	583.94	458.78	864.01	461.71	22.03	22.03	5.04	20.23	20.23	4.88	579.61	453.72	587.03	453.76	857.70	456.72	864.86	456.87	649.50	324.89	649.50	324.89	0	1810	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-12.03	12.36	539.03	47.06	11.74	540.11	-0.03	0.26	-0.97	-0.16	0.27	-0.95	-1	
196126280	SMP	1	583.98	459.59	864.48	462.32	21.56	21.56	5.04	20.84	20.84	4.88	580.07	454.47	587.39	454.49	857.87	457.43	865.30	457.67	652.44	326.55	652.44	326.55	0	1559	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.95	12.21	539.13	47.07	11.56	539.50	-0.01	0.26	-0.96	-0.17	0.26	-0.95	-1	
196134636	SMP	1	584.87	460.34	864.52	463.47	21.44	21.44	5.03	21.15	21.15	4.90	580.41	455.25	587.70	455.15	858.20	458.28	865.62	458.43	650.75	325.15	650.75	325.15	0	1788	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.88	12.06	539.22	47.09	11.38	538.95	-0.04	0.26	-0.96	-0.16	0.27	-0.95	-1	
196143034	SMP	1	585.14	460.98	865.21	464.04	22.00	22.00	5.05	21.04	21.04	4.90	580.63	455.88	588.17	455.89	858.76	459.12	866.03	459.18	647.41	327.21	647.41	327.21	0	1678	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.78	11.89	538.19	47.20	11.21	539.03	-0.04	0.26	-0.96	-0.17	0.26	-0.95	-1	
196151410	SMP	1	584.92	461.69	865.27	464.57	21.51	21.51	5.05	20.35	20.35	4.88	581.19	456.55	588.48	456.56	858.93	459.60	866.41	459.92	657.92	328.96	657.92	328.96	0	1613	0	0	3	1	1	0.00	0.00	0.00	0.00	0.00	0.00	-11.70	11.75	538.38	47.22	11.07	538.54	-0.01	0.26	-0.96	-0.16	0.26	-0.95	-1	
